空间评论,空间评分,动力评论,动力评分,操控评论,操控评分,能耗评论,能耗评分,舒适性评论,舒适性评分,外观评论,外观评分,内饰评论,内饰评分,性价比评论,性价比评分
"3150的轴距,空间真的没有谈的必要,二郎腿是必须的。",5,"V8 4.6 346匹马力够用,大排量自然吸气的平顺性 线性只有等你拥有过才会明白,是当今增压机不能给予的感觉,就是这车开久了很无聊,没有半点激情,老年代步车！",5,"D级车,没有什么操控可言,车身长,调头也不方便,同样的位置皇冠可以一把过,不过这个级别除了7系能有点操控以外,其他都半斤八两。",3,"虽然它是全球首款8AT,但是并没有那么的省油,纯市区路况18升左右,长途高速没开过,不过纯高速应该10升就够了。",2,"全车加热通风座椅,后排航空座椅，座椅按摩,车载冰箱,马克莱文森音响,无一不彰显它的舒适,同级别最佳的隔音最佳的后排,没有之一！",5,"外观中规中矩,至今不过时,不会有A8和7系明显的年代感！",4,"内饰做工较好,小细节体现出工匠精神,日系理念就是实用好用,但是豪华感欠缺,内饰平淡无奇,相比同级别的S内饰被吊着打。",4,"新车毫无性价比,二手车则相反,性价比爆棚,不过豪车毕竟是豪车，相比BBA故障率低一些，并不代表损耗品不会坏,小毛病不算少,变速箱、ABS泵、烧机油、年久喇叭坏、空气悬挂这些我都遇到了,如果没有3-5万块预算来整备,建议还是别买,配件虽然比BBA便宜，但还是很贵,随便修一下几千块就没了，油耗、车船税、整备费用能接受，这车相当棒,整备过也不容易再坏,二手建议找不带空气悬挂的版本,这车空气悬挂容易坏,坏了一根4000，普通版本的一根才几百块。",5
我180的身高，前后都很宽敞，空间没啥可说的，这个级别不是盖的。,5,动力强劲4.6的V8发动机像一个永远用不完劲的大力士，非常给力。在高速上不知不觉上200，超车很稳，如果开启运动模式，那AMG也不是对手。,5,车子太长，但是转向精确，来着很舒服。比奔驰开着舒服。,5,11万公里左右，车子市区在16高速9，平均14左右。,3,移动的头等舱，舒适性溢于言表，各种配置丰富，按摩座椅，超级棒的马克莱文森音响效果。,5,大气稳重动感，到现在也不过时，还是焦点。,5,细致入微的设计，做工很好。,5,没有性价比，价格太高速，但是物有所值，从来没修过和换过任何配件，感觉和新车没啥区别。买这个要的是低调的情怀,4
很好 后座空间惊人,5,八缸自然吸气 想给就有,5,一般般,4,可以接受 属于省油的大排量车,5,悬挂太美国化 有些人会晕,5,耐看,5,半苯胺的真皮不是浪得虚名,5,比起BBA的同级别来说算好了 只不过现在的LS价格感觉虚高 只能呵呵了,4
头部空间满分，即使不加长后排脚部空间95分,5,4.3的排量开起来就2字，从容。一代名机ucf30，真是安静到没朋友。,5,定位于行政级车系，所以操控很一般，指向模糊，圈数巨多，但是方向盘的力度回馈很柔和，也就是传说中的丝滑感受，当然，后期的460更加丝滑。油门还是偏重的，让起步和加速不会很突兀就对了。,3,V8的4.3加上6速市区百公里基本16-17，高速10，我觉得很中规中矩。,4,最要说的是安静，出色的隔音工程是这个车子在行驶中噪音极低，无论是胎噪，发动机噪音还是风噪都控制的太出色了。悬挂么就是那么软，感觉是坐在棉花上。ML的音响非常适合人声表现，低音有点不足。后排独立控制的靠背角度调节，座椅加热，腰部按摩，音响控制，空调控制，座椅记忆。反正我觉得比现在70w以上的新车都要丰富。座椅皮质很细腻，触感舒适，前排带通风，夏天很实用。天窗虽不是全景，但很宽大。后排手动窗帘虽然不比现在电动的拉风，但是不会坏啊。好在电吸门逼格满满。,5,我个人认为前端设计和中部设计无可挑剔，尾部设计实在不够经典。,3,用料非常扎实，我的已经是11年的老车了，除了方向盘的木质部分有裂纹视觉效果，其余完美。当然，这一切和车主的用车习惯有关。,5,20以内最好的车子。06之后车况好的460都要20大几，而且460的仓促上马导致内饰材料和机械匹配度方面远比430要差（大家可以去北美汽车论坛网站了解）,5
大罗，还要再讲吗？,5,有别于涡轮增压机的急速，不着急。淡淡定有钱剩的松茸。舒服动力平顺性：4.3的机头，还要问动力。静到9000转，一只银币还可以站立住不倒下,5,太大，有时睇位难。刹车性能ok只是有时车身自带重，要大脚点先自觉安全，这是照顾后排的老板所设计,4,高速友善，市区不计较油耗我会开得顺心顺意点,3,A级享受,5,霸气，气场十足,5,我还是有点喜欢机械我,4,13年后我们的相遇来得刚刚好,5
空间宽敞,5,动力足够强劲,5,转向清晰，指向精准,5,"上高速跑了100多公里，平均油耗10.3升,市区一般13-14。对于2.4吨车油耗表现相当优秀了。",5,舒适度上乘，车内无噪音,5,沉稳大气,5,内饰造型耐看 做工用料优，内饰半苯胺皮革和胡桃木的提升了豪华感，中控台的按键布局整齐，手感出众，车内的配置丰富，相当人性化。,5,性价比高,5
足够宽大,5,需要的时候就能汹涌澎湃,5,随心所欲,5,百公里油耗13-15升，有钱你就任性吧,4,听着秒针滴答的声音，感受静谧的温馨,5,珍珠白加传统方圆的造型，本人的最爱。,5,桃木真皮，无可挑剔,5,有钱你就任性吧，人生就这一回,5
一般够用。,5,0,3,感觉还可以！,5,满足预期,3,满意不错！,5,可以，一个时代的经典！,4,一般！,2,还是偏高,2
内饰完整，功能齐全，真皮电动坐椅，原车播放器。,5,v型8缸发动机，待速400转，高速轻松160迈。,5,方向轻松精准，换挡轻松，悬挂太好，,5,高速12个左右油，城区16左右。非常满意！,5,真皮座椅非常舒服，隔音效果特好，音响效果特好。,5,外表是我最好喜欢的，风阻2.7，加上另配18寸加宽轮胎，超级完美。,5,内饰完整崭新，只是中控相对简单，夜光不足。,4,当年过百万豪车，如今不到6万元到手，手续齐全性能超好，非常满意！,5
后备箱，车乘坐空间：我身高穿鞋子1.82，坐在驾驶位调制最好驾驶位置，我头离车顶只有一指那么高。家人乘坐评价：我母亲对这个车最满意的地方就是后排座椅舒服，可以倾斜，有腿托。,4,绝对够用，买这样的车就不是为了飙车,5,方向盘轻盈，刹车有点皮，悬架调教很好，舒服，我上车就是comfort模式,5,城市高速油耗综合8点多，很满意。因为我还开着5.7的陆巡。,5,座椅很舒适，车内噪音这块做的特别好，悬架减震很舒服。,5,车灯绝对没话说，行政的轮毂帅的一笔，外观看着绝对犀利大方没话说。刚贴的车衣，没来得及刷车，,5,我很喜欢内饰设计风格，而且切子版本确实看着舒服多了。中控很多都是软的，暂时也没有听出来任何异响，很多人说这个系统不好用，我第一时间感觉也是不太好用，后来我把鼠标速度调制最低用着就顺畅多了。不过语音系统很强大，开车时候也不需要用手操作。,5,性价比应该就是后期的保值率吧。,5
后排稍微小点不过坐着很舒服，驾驶员一米七体重二百斤，后排再坐个我也很舒服，没有拥挤的感觉乘坐空间：后排长期坐只能坐两个人，应急可以三个人。中间有凸起坐着不舒服放行李：因为有电池，后备箱较小，不过日常够用。因为后排是行政座椅，所以不能放倒，所以不能拉大件货物。,4,车身较重，不过动力很足，3.5自吸加混动很棒，百公里五秒多，很棒。模拟十档加速平顺，没有顿挫感。跑高速：跑高速自适应巡航很好用，车身很稳，长时间开车也很舒服，并没有感觉很累百公里大概七八个油。,5,很棒，开着没有开大车的感觉。过弯很稳，悬挂软硬适中，总得来说偏向舒适。,5,市内我开车较猛大概十个油。不过相对2.3吨的自重我觉得这个油耗可以接受，也有车友可以开到七八个油的，不过我做不到。,5,对细小振动过滤稍差其他没问题座椅舒适性：座椅调节项非常多，很舒服，指压按摩非常棒。后排行政座椅躺着很舒服。,5,外观不用说，D级别车最好看的。,5,非常喜欢的内饰，石墨丹砂和白外很配。就是没订到凌光切子衬鹤羽折布。,5,顶配128.8万，应该是性价比最高的了，除了品牌不如奔驰，其他都是最好了。,5
主要是自己开！对后排空间无要求！实际虽说比奔驰S差点，还是够用了。,4,这么大的车百公里加速时间仅需5．4秒，高速加速还真是动力源源不断！,5,低速刹车轻，高速刹车重你们说好吗！车配可变转向比和整体主动转向系统再加5.4秒的百公里提速，操控起来没的说！,5,高速公路7．9城市道路8．9达到预期（官方给的是6.8）,5,基本用舒适模式，过减速带平稳振动小，如果不是防爆胎那效果更好！,5,车灯设计：Z字型大灯配上凶悍的大嘴！再加上20寸钢圈！完美！前轮245/45 R20配普利司通轮胎的大脚后轮275/40 R20配普利司通轮胎的大脚Z字型大灯凶悍大嘴,5,红色运动座椅非常漂亮！质感非常好!车内应该是真皮植绒很上挡次！运动加红就是完美运动红异味异响：车用料很好，新车基本没有怪味.做在车里非常安静，仪表中控：仪表盘中控台方向盘非常协调，方向盘大小手感很好！仪表中控恰到好处！有人说小，不信你从方向盘看过去你只看的到这么大！再大也被方向盘挡了!,5,"基本该有的配置都有了：最有用的如空气悬挂,底盘升降,电动吸门,车道偏离预警系统,主动杀车/主动安全系统,全景摄像头,自适应巡航,抬头显示,自适应远近光灯等等......",5
空间只能说够用 前排还可以 后排一般吧。和主流大型车有差距。,4,动力深厚，开着舒服不累。,5,本身就是为了自己开，操控很好。久开不累,5,3.5的排量 享受着2.5的油耗 可以,5,目前开过最舒服的车了，比LX570还舒服。,5,本人很喜欢,5,触感和氛围都特别棒,5,感觉还是豪华性价比好些，不过为了这套内饰上了行政。,4
